track_id,track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
3G9RQLOSjsXVUDyQSv2PQR,Vivir Sin Aire,Maná,60,2G0I22upYkTLYxfoAHiwBK,¿Dónde Jugarán Los Niños?,1992,Latin Pop Classics,37i9dQZF1DX6ThddIjWuGT,latin,latin pop,0.67,0.528,7,-8.036,1,0.0261,0.105,0.000103,0.224,0.384,132.31,291493
7oBW80497A8axagr4aC9U6,Finer Things,Polo G,74,26ztFK3E69j5THJQdyxC5w,Die A Legend,2019-06-07,New Hip Hop‏‏​​   ‍,5WNUX6jisX0NRlVDTm6RDd,r&b,urban contemporary,0.506,0.45,2,-12.565,1,0.364,0.0683,0.000225,0.103,0.131,177.978,182387
3VyjsVV24RmBIbWJAeUJNu,No Idea,Don Toliver,92,1jAxVdQ2FFtbHu6kLNM0au,No Idea,2019-05-29,RapCaviar,37i9dQZF1DX0XUsuxWHRQd,rap,hip hop,0.656,0.614,6,-4.973,0,0.102,0.558,0.000862,0.215,0.35,128.038,153750
5IXV375WDokSNjZfR4GgnU,Love Is The Answer,Aloe Blacc,36,14JRI2yc9nKosojndoQxTv,Lift Your Spirit,2014-01-01,Soul Coffee (The Best Neo-Soul Mixtape ever),16iNEskDatG5KbDV16F6LR,r&b,neo soul,0.704,0.433,9,-5.728,0,0.0863,0.0334,0.0,0.0776,0.816,105.232,224867
35WxT8FX7Y3i7Tc4VX7yR3,joy.,for KING & COUNTRY,5,6qHyInMPaaQ8AcXp0ZOKa2,joy.,2018-05-18,Christian Dance Party,37i9dQZF1DWUUPO0Sbx2CM,pop,dance pop,0.68,0.536,5,-6.669,0,0.0582,0.0102,0.00105,0.113,0.417,119.958,233947
1zcJ1eMjRONHitpcPx0c68,Tired Old Dog,The Devil and the Almighty Blues,1,4povLQae4v6OV9EMgAL5YH,The Devil and the Almighty Blues,2015-02-16,Badass Rock,44bkJI1QGkT2O0GYJSsbkp,rap,southern hip hop,0.468,0.563,1,-7.773,1,0.0301,0.038,0.0869,0.0956,0.431,83.726,387669
5aQfUmnxj8x1zYc37Wit9w,Sunday Morning,The Bolshoi,1,1IZ1slyJWQT1BPfrX1u5Bb,Friends,1986,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)",2nRWtTI9a2LWjJ9Wy3JZs5,pop,electropop,0.602,0.89,9,-8.047,0,0.0429,0.234,0.00384,0.0453,0.479,148.819,393667
10I3CmmwT0BkOVhduDy53o,Really Really,Kevin Gates,70,5Hs43ta4vAYKRRRR7DKjt9,Islah (Deluxe),2016-01-29,HIP&HOP,5DyJsJZOpMJh34WvUrQzMV,rap,southern hip hop,0.762,0.666,0,-6.055,1,0.0916,0.00427,0.0,0.127,0.278,118.97,232093
3Ciaf6WgvG95TGRGxQ1yO8,All Around The World (La La La) - Marnik Remix,R3HAB,64,5r998zJ0MNYb2TTxyQmjxT,All Around The World (La La La) [Marnik Remix],2019-08-23,Pop Remix,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,0.708,0.913,9,-4.329,0,0.0348,0.089,0.081,0.113,0.707,135.016,170667
4A4lEbSTkiEt0wEF4NTyhQ,MotherFonka,CALV,15,1DdkHdISlUm082BeuRKCgy,MotherFonka,2019-12-06,Brand New EDM,2dNitDEHM9FpUGEHWc7zyW,edm,progressive electro house,0.665,0.989,10,-3.491,1,0.0529,0.0024,0.939,0.423,0.57,126.002,148576
6aAwVy5Hzf44HaXlG6INFO,Wishing Wells,The Colourist,39,3T2C2Rv3NRxAME9yuQ52cg,The Colourist,2014-01-01,Indie Poptimism,1pZWCY50kMUhshcESknir8,pop,indie poptimism,0.538,0.925,0,-4.62,1,0.0631,0.00249,4.52e-05,0.11,0.397,135.025,257880
1iRvhKiXRElIH2Uf4gd95P,Dueles,Jesse & Joy,71,6pmTwCb5SeTjV9wdnkbDo3,Un Besito Más,2015-12-04,Latin Pop Classics,37i9dQZF1DX6ThddIjWuGT,latin,latin pop,0.531,0.834,2,-3.944,1,0.052,0.277,0.0,0.131,0.526,142.026,247640
2q0UBlr0ptqyZ2JH1LO7tH,Live It Up,John Legend,4,0QtPeJVJ7l0w7K6681fbaV,Get Lifted,2004,Urban Contemporary,4Pbs84EQbuAblxlp6Chz0d,r&b,urban contemporary,0.68,0.632,10,-5.971,0,0.0398,0.303,3.84e-05,0.304,0.637,77.993,275067
3A2a0y5rcJWhm1GJq04tuV,Die Echten,Capital Bra,52,7a5eO9wTf8NgFtJ9cFLCtk,Makarov Komplex,2017-02-03,GANGSTA Rap,5GA8GDo7RQC3JEanT81B3g,rap,gangster rap,0.626,0.76,9,-4.926,1,0.377,0.0654,9.15e-06,0.0697,0.407,99.092,155427
3707IBa4HnS3zDDoWfeUBl,I Warned Myself,Charlie Puth,74,3TDyDrYb9qx7DtGWXqvLfW,I Warned Myself,2019-08-21,POPTIMISM,6lWMi4lPiiPwDqn8ZpeyAY,pop,indie poptimism,0.488,0.311,10,-11.467,0,0.297,0.562,0.000548,0.161,0.579,184.112,159783
6X8pDrhv1pnurPSNUyizR2,Dale Caliente,Daddy Yankee,59,5i2HhIrYyMNQvmsBk9h8Im,Barrio Fino (Bonus Track Version),2004-07-13,Reggaeton De Ayer,37i9dQZF1DWWU6Rfto8Ppm,latin,reggaeton,0.831,0.742,3,-6.736,0,0.153,0.0649,0.0,0.0744,0.712,95.995,195800
1DvFERTMTHRpLw2hKiqz3h,Let's Get Down,Tony! Toni! Toné!,40,1yoA6HcbdX23c4k0MXNq5g,Tony! Toni! Tone'! Greatest Hits,1997-01-01,New Jack City,6RLvj5OnEuPzI1P02KwnzK,r&b,new jack swing,0.91,0.661,7,-4.397,1,0.0912,0.0445,0.0,0.237,0.577,103.33,297560
3hyi4CYvZ3K6EqAI2ja7pl,Sweet Emotion,The Kooks,4,22F5JWqnUh0qchqI2wQfS0,Listen,2014-01-01,Indie/Jazz Poptimism,6OaTudLqBEuTyUMPxRNpZc,pop,indie poptimism,0.766,0.825,10,-5.266,0,0.0706,0.0498,0.000137,0.104,0.583,98.007,308569
6W7rpcXo9vWeDKY0HWM2e6,La Prision,Nengo Flow,63,4OeFISi4p063YN00yfbhxz,La Prision,2019-11-29,Flow Selecto,37i9dQZF1DX4OjfOteYnH8,latin,reggaeton,0.563,0.783,10,-7.121,0,0.281,0.00836,3.97e-06,0.319,0.9,90.118,197347
6BgRXHZK7xJYbazlQvKYJV,Summer Dayz,Jamie Jones,0,4NUc05FSKWS2bZuy70jjCB,Jamie Jones,2005-06-28,Gospel Neo Soul,2wP2UAYC4Nqb6oUXkMJlAz,r&b,neo soul,0.8,0.49,6,-6.29,1,0.296,0.306,0.0,0.282,0.79,86.003,226693
0J9C432nUkMtgKiHQrVF1L,Think for Yourself,Moonspatz,44,2cgAsluSyoCwyXlWgIGNOV,Think for Yourself,2020-01-10,Jazz Vibes,37i9dQZF1DX0SM0LYsmbMT,rap,hip hop,0.685,0.807,3,-7.691,0,0.17,0.354,0.0109,0.137,0.56,85.007,150430
3DPQ8JwEAMvjNVddKK6vSF,Решето,Andery Toronto,47,2f1HD0JCOnNIVSx6nxavYZ,Решето,2018-06-01,Russian Gangster Rap,0u0qLLE8MZc679RZWCk1TT,rap,gangster rap,0.545,0.723,10,-5.745,1,0.0446,0.0281,0.0,0.102,0.778,84.165,157962
5sbw5zIz9ck2pOEDXUR0QU,Chan Chan,Buena Vista Social Club,67,6DPdEaZ0KDBCCgXyy4q8bi,Buena Vista Social Club,1997-06-23,Cuban vibes only,6VWXakL2ojgiVC01I271e2,r&b,urban contemporary,0.396,0.496,2,-11.728,0,0.0356,0.833,0.00534,0.0996,0.679,165.647,256653
0lG6QM1jjbbX5UUn3DPmrZ,Lost Control,Alan Walker,71,3nzuGtN3nXARvvecier4K0,Different World,2018-12-14,indie poptimism🕺🏻,6MQeEHHDs6HQkN5Dlj3oKo,pop,indie poptimism,0.736,0.555,4,-4.689,1,0.0757,0.0345,0.000157,0.0798,0.323,91.997,222320
0S3gpZzlT9Hb7CCSV2owX7,"Mama, I'm Coming Home",Ozzy Osbourne,69,6eh82ojicL8RSJF7GkYTh7,No More Tears (Expanded Edition),1991-09-17,’80s Hard Rock,37i9dQZF1DX68H8ZujdnN7,rock,hard rock,0.282,0.656,8,-6.557,1,0.0302,0.0105,0.0,0.0892,0.242,139.352,251867
3Noa5kppo2crIEMpwOmsHf,Say Yes,Floetry,1,3uokrD2y3VIZ2z1lGLJ2ez,Floetic,2002-10-01,Neo-Soul Essentials,0DIwi1dMI59NItQtiNcevy,r&b,neo soul,0.747,0.398,5,-12.932,0,0.0743,0.211,1.42e-06,0.113,0.428,117.901,268373
4gbVRS8gloEluzf0GzDOFc,Maps,Maroon 5,76,2Auw0pTT6EcQdvHNimhLQI,V,2015-05-15,2015 songs,6UJw1egIcZVfrBmcKs5uHH,edm,pop edm,0.742,0.713,1,-5.522,0,0.0303,0.0205,0.0,0.059,0.879,120.032,189960
7BdlyzVvOqmwPH9dYtZfsx,Dead Eyes,Promoting Sounds,67,2Vi5izrZ6lL4tGgmp7nnOh,Dead Eyes,2019-11-08,Sad Trap,7kzKtw5vug3IIxKfLadi8A,rap,trap,0.719,0.651,7,-5.878,1,0.0274,0.127,0.0,0.0763,0.288,104.956,219429
0WdtoSPuxXXdFzb7VqmbyT,Zun Da Da,Zion,0,1h0XOtmHmARcI1HieT8ZWk,The Perfect Melody,2007-06-05,REGGAETON VIEJO,31hG19URdBvLEpQWKFYfdD,latin,reggaeton,0.773,0.755,9,-7.867,0,0.135,0.281,2.07e-05,0.0941,0.603,88.018,303907
3qel23hQWhHT3qGewBQ0pE,Men's Needs,The Cribs,51,0uf3G2hMRqZ0LOqv6QhZiL,"Men's Needs, Women's Needs, Whatever (Standard Version)",2007-05-12,Permanent Wave,5glAD13obyL0G9SH9ukBz2,rock,permanent wave,0.548,0.94,1,-2.274,0,0.0472,0.000106,6.44e-05,0.0696,0.783,121.994,195698
4YMqbFcDIFiCBd02PzUBcM,Thrift Shop (feat. Wanz),Macklemore & Ryan Lewis,71,6XO9dbsH9zhuQgFGH0hUrb,The Heist,2012-10-10,post teen pop,6rjxP7GQKoqqgoakzxl3PY,pop,post-teen pop,0.781,0.526,6,-6.985,0,0.293,0.0619,0.0,0.0457,0.662,94.992,235613
4FG9oGzevwKIskBXWhF3v3,Social Media,Løyd,29,25IS4tTZs3qWwTwmX7NKpn,A Post-Apocalyptic Modern Art Gallery,2019-10-25,ALPAS Music Festival,6pPpLz42hUkr8gbMirkAEl,edm,big room,0.781,0.892,4,-6.425,0,0.17,0.0389,0.288,0.0866,0.429,124.931,215280
5UoMSGagNyn3igQjs8JIcn,Scars To Your Beautiful - Luca Schreiner Remix,Alessia Cara,38,401PdBvl5qfGLAGgmGknMD,Scars To Your Beautiful (Remixes),2016-10-21,Pop EDM Remixes,4aUEH3uhbofktrFkXOOaKj,edm,pop edm,0.786,0.872,9,-4.67,0,0.188,0.0378,1.32e-06,0.0267,0.676,118.03,262667
6DNtNfH8hXkqOX1sjqmI7p,Cold Water (feat. Justin Bieber & MØ),Major Lazer,19,3o99825qhG7K7D07naRs4F,Cold Water (feat. Justin Bieber & MØ),2016-07-22,ELECTROPOP,2UsEj2GUukV0GLbsE3rldz,pop,electropop,0.608,0.798,6,-5.092,0,0.0432,0.0736,0.0,0.156,0.501,92.943,185352
7nX2FSz4m94R7DErMJsPJi,Don't Be Cruel,Bobby Brown,0,6tTpGbdyLgRQHaCe0DbCOP,Don't Be Cruel (Expanded),1988-06-20,The New (Jack Swing) Testament,4mciQwEuqaUMwIWKcDMFW0,r&b,new jack swing,0.778,0.829,1,-8.882,1,0.054,0.00013,6.7e-06,0.207,0.744,102.396,408333
2vJIsdYIthbnWgLaLD9yrj,Lite Weight (feat. The Free Nationals United Fellowship Choir),Anderson .Paak,53,4VFG1DOuTeDMBjBLZT7hCK,Malibu,2016-01-15,Urban Contemporary,4425cRh83Uzor4qCRfM9lb,r&b,urban contemporary,0.655,0.855,8,-9.347,0,0.257,0.0114,0.000199,0.476,0.508,120.014,206360
6F428UUtHqMwxwOtDajrDZ,If You Let Me,Sinead Harnett,56,17MS1oITaC8VbYmtpXplMV,Lessons in Love,2019-09-20,New R&B‏‏​​   ‍,4I6rTSxqKl1LRvES2O9owQ,r&b,urban contemporary,0.466,0.48,5,-6.005,0,0.0714,0.271,1.89e-06,0.261,0.329,99.055,232490
2sqURk6kt3v93PwKpt5xF2,Till The End,Swanky Tunes,42,5emw3yKScUlFyoZRaYMYBJ,Till The End,2016-08-19,A Loose Definition of Indie Poptimism,4ZO0wp9G8FA3X6oYNBzda6,pop,indie poptimism,0.574,0.922,4,-3.104,1,0.0476,0.42,0.000189,0.146,0.232,108.005,195653
505lCWNDROW6OMK02H8SPw,Lonely Is The Night,Billy Squier,0,5FATFw46kqvlhayx9QCxLd,Don't Say No,1981,Supernatural Classic Rock,6oghIlByD49KFGNmNU8GSH,rock,classic rock,0.393,0.676,9,-11.286,1,0.0399,0.358,1.09e-05,0.14,0.699,85.21,282000
2vgFCNwsIwzCi9pDDGr24Q,Padrões,Hot e Oreia,42,4CSumxQBy0tHjgNb2lgU3k,Padrões,2019-12-18,Dose Trap,37i9dQZF1DWWlW7KLhEhCZ,rap,trap,0.697,0.683,4,-7.332,0,0.185,0.0746,0.0,0.265,0.527,159.943,145164
6MfVSA5iKBPHzo6RGARjL0,Lost In Love,Air Supply,60,3fB2z5YtmKvSCu77Z3nTnW,Lost in Love,1980-02-25,Soft Rock Drive,37i9dQZF1DX6TIU4D13lOY,rock,classic rock,0.583,0.316,7,-19.292,1,0.0315,0.425,5.67e-05,0.11,0.436,114.36,233867
1DFD5Fotzgn6yYXkYsKiGs,Piece Of Your Heart,MEDUZA,88,0cqRGWD3uc5Lggpducn5nD,Piece Of Your Heart,2019-02-01,2020 Hits & 2019  Hits – Top Global Tracks 🔥🔥🔥,4JkkvMpVl4lSioqQjeAL0q,latin,latin pop,0.677,0.744,10,-6.806,0,0.0295,0.0404,0.00016,0.074,0.631,124.08,152913
5PYQUBXc7NYeI1obMKSJK0,Never Really Over,Katy Perry,85,3KjXg0MDej2pG9fv6I22lT,Never Really Over,2019-05-31,Dance Pop,37i9dQZF1DWZQaaqNMbbXa,pop,dance pop,0.77,0.882,8,-4.792,1,0.0602,0.194,0.0,0.316,0.385,99.991,223523
5vDl10sh5HSvwVFenagOV1,The Illest - Kronic Remix,Far East Movement,0,7dHsCVaCfi4dqtfxkmsT0d,The Illest (Remixes),2014-01-01,EDM - pop remixes,0cvVad4XizGbOS0vlwZYS5,edm,pop edm,0.78,0.876,0,-3.398,1,0.0399,0.00391,0.0171,0.0746,0.289,130.037,282013
5A3qVlLryOqCuAB1DXrn8t,Blood Knows,Rhye,41,6yoGOJsTjU7w2amKcUUX7S,Blood,2018-02-02,Music&Other Drugs,5jROYSZSL7cO0jGAqkPx7C,pop,indie poptimism,0.605,0.45,7,-9.825,0,0.0522,0.861,0.00769,0.0857,0.144,101.085,210813
2ybM8JeSucvZwWUphBc7AX,Army of One,Message from Sylvia,30,6z0rowrvDcTZBJZ0HWxeNc,Message from Sylvia,2017-04-07,Hard Rock Workout,5nOO372uzpOM5rB2bRWfkp,rock,hard rock,0.397,0.896,9,-5.356,1,0.0453,7.52e-05,0.000229,0.0855,0.276,194.968,203999
4BCPItsB94KDLuERZT3aNM,Fresa,TINI,82,2v2CUuzRvsBNb4c5Rj8nqi,Fresa,2019-09-06,Reggaeton 2020 ☀,7xWuNevFBmwnFEg6wzdCc7,latin,reggaeton,0.781,0.866,5,-3.493,0,0.0867,0.216,0.0,0.101,0.864,95.993,165646
38yBBH2jacvDxrznF7h08J,Slow Hands,Niall Horan,14,3QLB5s0MY7ERTwh4GpNMkf,Flicker (Deluxe),2017-10-20,Electropop 2019,4Bi8VLtaSu0JILliif8lH6,pop,electropop,0.734,0.418,0,-6.678,1,0.0425,0.0129,0.0,0.0579,0.868,85.909,188174
0gV0Ogr3400hgZrWOG7Di1,Deja Vu (Initial D),Tsuko G.,61,4h3DSnf1WwpRVeaH2RtG0u,Deja Vu (Initial D),2017-05-20,Dr. Q's Prescription Playlist💊,6jAPdgY9XmxC9cgkXAVmVv,pop,post-teen pop,0.569,0.957,0,-9.433,0,0.0419,0.116,0.0,0.199,0.702,154.071,250942
4129VnB82LrGkZBDsrijKd,Alive - Hardwell Remix,Krewella,43,014AAoYyrs6hIUq1oHuTIV,Alive (Hardwell Remix),2013-05-21,EDM - pop remixes,0cvVad4XizGbOS0vlwZYS5,edm,pop edm,0.71,0.864,6,-4.924,0,0.0757,0.00166,0.0365,0.036,0.114,127.986,352760
2miAut6dp9BWdGmOxwSGEC,Sweet Dreams (Are Made Of This),Marilyn Manson,10,6V8b6itvyd7N3IRMXkjSi7,Smells Like Children,1995-01-01,Workday: Rock Classics,37i9dQZF1DX1lwxXvReaux,rock,classic rock,0.39,0.642,8,-5.266,1,0.0326,0.00502,0.565,0.296,0.132,92.397,293293
5DUucTw6uLj4I3PvzykLKg,Slime Wave,Terror,36,1WgMrzEBAJweBLGvSMK3xO,Slime Wave,2019-12-31,Dose Trap,37i9dQZF1DWWlW7KLhEhCZ,rap,trap,0.823,0.553,7,-11.552,0,0.169,0.291,0.0,0.153,0.77,109.989,164642
6yokMuYTj4wBwOES009sz1,No Place (feat. Dennis Skytt),RudeLies,31,56kI1wpkJ4ugK7ZE2HQib8,No Place (feat. Dennis Skytt),2019-03-29,PAROOKAVILLE - Big Room,6vbHQdtfmexb0ptmBSpemm,edm,big room,0.689,0.875,11,-5.38,0,0.0645,0.176,0.0,0.24,0.566,125.941,188571
2sGM8poruwUdS3tKLbK9o6,A Teenage Dream (Instrumental Version),Snake City,37,0iw3RqqkHGBf1N8QJn3hXd,A Teenage Dream,2019-09-20,Tropical Vibes,37i9dQZF1DX6RA5ZrA5a23,latin,tropical,0.729,0.793,9,-6.636,0,0.0365,0.192,0.878,0.189,0.197,123.024,251707
6hTcuIQa0sxrrByu9wTD7s,Born to Run,Bruce Springsteen,73,43YIoHKSrEw2GJsWmhZIpu,Born To Run,1975-08-25,House Of The Rising Sun,1bMYfBHYBCRHY5LGkjlpSy,rock,album rock,0.27,0.944,4,-4.199,1,0.0975,0.00501,2.05e-05,0.116,0.606,146.347,269920
4tYpYYoOI7WDxbCnPninwE,Black Cat,Janet Jackson,43,4OD3LU6001esAtFshDX46M,Rhythm Nation 1814,1989-09-19,80s-90s R&B / New Jack Swing / Funk / Dance / Soul,3X4HmijjKdwwLonCrOOEAZ,r&b,new jack swing,0.705,0.913,4,-7.253,0,0.0484,0.103,0.00111,0.216,0.665,114.959,290573
3i4SQvUfK8Un3YkraZwkNr,Do Or Die - Afrojack vs. THIRTY SECONDS TO MARS Remix,Afrojack,0,2V0QrN19MlIEwcuV4SEwfl,Do Or Die (Remix),2014-01-01,big boom room — TOMORROWLAND EDC EDM BIG ROOM AMF ADE DANCE TRANCE HARDWELL TIESTO,2oalsaFUockoPf1DU3wrL8,edm,big room,0.57,0.888,2,-3.172,1,0.044,0.0335,1.53e-06,0.048,0.211,128.025,278174
1KwvqQzquDhC3kr6Q9JC8x,Papa Don't Preach (Short Cut),"Tallak feat,Viv Gee",0,4xTuO3Mxt5dvHRaXudYApn,Freestyle 80's Vol.2,2005-10-14,80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),1oReEujyWpQv2OX68BVPPA,latin,latin hip hop,0.683,0.769,5,-8.779,0,0.0326,0.000604,3.11e-05,0.168,0.283,127.0,222693
0EGuSSpuu9wmHCtvb4PdLO,"Sit Still, Look Pretty",Daya,70,0T8SCja56F4lhZXyOcBTIV,"Sit Still, Look Pretty",2016-10-07,A Loose Definition of Indie Poptimism,4ZO0wp9G8FA3X6oYNBzda6,pop,indie poptimism,0.657,0.739,2,-4.081,1,0.274,0.141,0.0,0.178,0.543,181.994,202221
2OvV4NjEBRE9v8Oo7QeUCq,Jump (with Trippie Redd),Julia Michaels,67,2CH8od3NBJpsvqTdY3H1HH,Jump (with Trippie Redd),2018-05-04,PROJECT: Contemporary,6HaCi9bqaiuSZEDfCEmwyo,r&b,urban contemporary,0.654,0.547,10,-6.598,1,0.127,0.25,0.0,0.0961,0.507,173.981,207857
4nbwCdtGPC4yZZzNpc2nFk,Zeus - Original Mix,MOTi,0,1oq24jPlHn6RWnPYQ82E7s,Zeus,2014-09-22,2011-2014 House,53Ga3Xt9fumdJfhNNSBvzU,edm,progressive electro house,0.713,0.819,5,-2.54,0,0.155,0.00693,0.673,0.137,0.552,128.0,297656
6NnILJkCwAHyeXywYiuGBu,Tonight,Upchurch,52,65D0e2y6frdZYJ2kOLYR9U,King of Dixie,2017-10-18,Southern soul & hip hop,4xJULuV0P5PLcMe3xP8Pgj,rap,southern hip hop,0.513,0.581,5,-10.494,1,0.036,0.0259,0.0595,0.251,0.041,179.99,216085
0H6vpbW0UOtVpm3RgiwSkx,Bounce It (feat. Stonebwoy),Collie Buddz,56,7lJJIGkMzRbMCEpv6N7qKS,Hybrid,2019-05-24,Global X,37i9dQZF1DWUxHPh2rEiHr,latin,latin pop,0.922,0.528,2,-6.924,0,0.146,0.116,0.0,0.0484,0.77,110.008,188136
3SwhPTNNU5hpF33bbCsji6,Roses,BJ The Chicago Kid,49,18hAwjZWzcfnjUtOPtwRmT,Roses,2017-02-13,Neo Soul 2019,44d7ppo4cggZJmzH2WOhAc,r&b,neo soul,0.688,0.611,0,-7.213,0,0.0809,0.337,0.0,0.112,0.212,109.962,181144
1syCC5RAZDG6GCLaJNHgeH,Running Man,Rexx Life Raj,33,3kTvEju67EYImoatcZLs6C,Running Man,2016-10-07,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",3jPkaExIWXQWklcmmF5180,rap,southern hip hop,0.818,0.42,6,-10.504,0,0.397,0.27,0.0,0.101,0.476,124.845,246720
0BnZQnXONdXE0YoAPtHcrt,The End of the River,オメガトライブ,20,1ZluSoV6IVEiQxEfrnIYBB,Another Summer,1985-07-01,City Pop 1985 シティーポップ,3j2osvmecEao5nmo9jZ5df,rock,album rock,0.492,0.393,10,-8.907,1,0.0253,0.544,7.83e-06,0.136,0.154,73.885,308533
2OnE9BINkDVzKC8ssN8M5K,I Like The Way You Work,Blackstreet,0,3VYLCiqzrWiQPXSSddpYqk,Blackstreet,1994-01-01,90's NEW JACK SWING,0dmInkymNnOTWvEFamSNzb,r&b,new jack swing,0.814,0.827,5,-2.969,1,0.111,0.107,0.0,0.118,0.624,95.272,284133
0GOVA2bOtFTAONKhbknj2W,Don't Pretend,Faye Meana,17,4JCabs60STSxa6ATGaeYZf,Nothing's the Same,2017-03-04,Neo-Jazz Soul RnB & Afro,48AzM7l4M02DBYd2N3IFLP,r&b,neo soul,0.657,0.346,11,-14.152,0,0.156,0.86,0.258,0.131,0.239,159.986,230973
2N4idqj9TT3HnH2OFT9j0v,Still Beating,Mac DeMarco,66,6XzoFb3hP14jVQeCMRdVJR,This Old Dog,2017-05-05,Indie/Jazz Poptimism,6OaTudLqBEuTyUMPxRNpZc,pop,indie poptimism,0.709,0.496,1,-10.528,0,0.0417,0.581,0.195,0.151,0.469,78.477,181587
3uAN7G71iZl9zN8uxMRpKO,Thumb,M Huncho,68,5DvodKbwsrurkx1cigDBUW,Thumb,2019-10-31,Chixtape 5 - Tory Lanez,0UXwwVDipbBQeEX7h4YuKU,r&b,urban contemporary,0.897,0.538,5,-8.329,0,0.0878,0.0635,0.0,0.155,0.499,115.018,217793
2QtJA4gbwe1AcanB2p21aP,Stay The Night - Featuring Hayley Williams Of Paramore,Zedd,61,4xak0izXQHOMV9Wu1mDAAy,Clarity (Deluxe),2012,Dance Pop,37i9dQZF1DWZQaaqNMbbXa,pop,dance pop,0.596,0.738,8,-3.109,1,0.0411,0.109,0.0,0.0947,0.461,127.961,217347
34zDUyiDm5X7ncq2EGnpSZ,Never Alone,Keys & Copper,14,0JlUyCnIoKTLEJ8cesOQU2,Never Alone,2018-07-27,Tropical House Remixes 🍍 Tropical Remixes & Tropical Covers,3YdAwfgQLMS4AN2WjRfRlb,latin,tropical,0.723,0.485,4,-7.519,0,0.0315,0.387,0.0346,0.11,0.224,111.992,169741
5YrjfKuFd0pMmYTGeRDV6X,Piropo,Noriel,77,3y51hMXiQWUit0yibFwa5n,Piropo,2019-10-25,Urbano: Latino Vibes,0VsVywryrqLhHmsVFVcOAg,latin,latin hip hop,0.866,0.747,9,-5.748,1,0.0725,0.122,0.0218,0.0403,0.772,93.984,220133
1b8WvjQ6aT3MrqouZHCqsE,Space Age Pimpin',8Ball & MJG,45,2UBBDl07r4miPVFPp0OMCX,On Top Of The World,1995-10-31,Dirty South Rap Classics by DJ HOTSAUCE,0tLHH1C4HkWEUCXXSSjbOe,rap,southern hip hop,0.689,0.658,9,-7.532,0,0.0767,0.154,0.0,0.499,0.608,149.991,310133
1i1fxkWeaMmKEB4T7zqbzK,Don't Let Me Down,The Chainsmokers,81,2SByipSK8eZ2pasaIwwzhf,Don't Let Me Down,2016-02-05,@deniceemoberg EDM - POP REMIXES,2fbrY1tuoW8Uji14H7623k,edm,pop edm,0.532,0.869,11,-5.094,1,0.172,0.157,0.00508,0.136,0.422,159.803,208373
3oAV5Aa8zx9buAu15zHNlq,Don't Stop Believin',Journey,32,4RggYxkf40auRlIEyjBiXo,Journey's Greatest Hits,1978,Workday: Rock Classics,37i9dQZF1DX1lwxXvReaux,rock,classic rock,0.492,0.782,4,-7.649,1,0.0404,0.222,0.0,0.47,0.472,119.24,248827
47OVNnZJzIkrsEiZ4n187p,Mama,Jonas Blue,68,1PJTxJTsQxGT7KTY8gBfR7,Mama,2017-05-05,Electropop 2019,4Bi8VLtaSu0JILliif8lH6,pop,electropop,0.737,0.792,11,-4.117,0,0.0416,0.102,0.0,0.0532,0.543,104.012,184134
4aPB8rSxGFISs0o6V2LrTy,Gold Roses (feat. Drake),Rick Ross,69,11aJHLZMcrwDkTHmmnmF0k,Gold Roses (feat. Drake),2019-07-26,2020 Hits & 2019  Hits – Top Global Tracks 🔥🔥🔥,4JkkvMpVl4lSioqQjeAL0q,latin,latin pop,0.581,0.642,1,-5.318,1,0.407,0.0519,0.0,0.183,0.536,80.142,345160
7evPpWWu01Klxi0KlPxR17,Mercy,Shawn Mendes,18,2AJaA0is5qbaqFy77tPl7B,Illuminate (Deluxe),2016-09-23,urban CONTEMPORARY,1nFfDHtp8RY3obgen8KODl,r&b,urban contemporary,0.568,0.686,11,-4.901,0,0.0903,0.133,0.0,0.11,0.4,148.294,208733
4phHbFt0h1NRXIgMNM8t0Q,En Su Nota,Don Omar,1,2ah0xzOU2sqN46Lc665g0Z,King Of Kings,2006-01-01,REGGAETON VIEJO,31hG19URdBvLEpQWKFYfdD,latin,reggaeton,0.657,0.843,6,-5.927,0,0.272,0.00498,2.5e-05,0.156,0.883,192.043,219333
0HlxLEj9zXgIGMYNlKSlXf,Buoy,RICCI,54,4HzMxvcMQtmGJI1RzHYY8z,Buoy,2019-10-18,Techno House 2020 👽 Best Collection 👻 Top DJ’s Electronic Music - Deep House - Trance - Tech House - Dance - Electro Pop,3QEYvCsVXZj8KuzE0bDmcI,edm,electro house,0.808,0.723,0,-7.356,1,0.0773,0.128,0.0801,0.504,0.535,123.047,201290
